company_in_data,job
American Electric Power,Work Scheduling Coordinator
American Electric Power,Safety & Health Coordinator- Safety and Health  Consultant
American Electric Power,(Project Manager - Project Manager Sr.) - Transmission Project Management
American Electric Power,Planning & Engineering Supv
American Electric Power,Distribution Line Coordinator Sr
American Electric Power,Renewables Site Mgr
American Electric Power,Commerical Operations Portfolio Technology Manager
American Electric Power,Civil Engineering Interns (OK & VA) - Summer 2024
American Electric Power,Engineer/ Engineer Sr (Power flow Analysis)
American Electric Power,Distribution Operations Customer Support Associate-Representative
American Electric Power,Energy Advisor
American Electric Power,Safety & Health Coord Sr. - S&H Consultant
American Electric Power,Interactive Designer - Interactive Designer Senior
American Electric Power,NERC Compliance Spec
American Electric Power,Deckhand
American Electric Power,NERC Compliance Spec Sr
American Electric Power,"Technology Manager – Customer Mobile, Web & Integrations"
American Electric Power,NERC Compliance Specialist Principal
American Electric Power,Meter Engineer (Assc - Eng)
American Electric Power,Customer Design Technician Associate - Technician
American Electric Power,"(IT) Audit Consultant-(IT) Audit Consultant, Sr"
American Electric Power,Lineman C-Lineman A
American Electric Power,Audit Consultant-Audit Consultant Sr. - Financial
American Electric Power,Station Crew Supv NE
American Electric Power,Instrument Technician 3rd Year - Instrument Technician 4th Year
American Electric Power,Station Electrician C
American Electric Power,Armed Security Officer
American Electric Power,Maintenance Mechanic-Junior
American Electric Power,Technician Assc - Technician Sr.
American Electric Power,Station Electrician C-A
Merck,"Associate Scientist, Biologics Process Research & Development"
Merck,"Executive Director, U.S. Commercial Leader"
Merck,"Executive Director, Capital Program Delivery, Manufacturing"
Merck,Biologics Process R&D Senior Scientist
Merck,"Executive Director, Operations Lead"
Merck,"Associate Director, Project Management- Hybrid"
Merck,"Director, Project Management (Global Clinical Supply) - Hybrid"
Merck,Upstream Senior Scientist – Continuous & Expression Technologies
Merck,"Director, Launch Excellence and Commercial Agility (Hybrid)"
Merck,"Scientist, Analytical Research and Development"
Merck,"Specialist, Quality"
Merck,"Director, Strategic Alliances- Hybrid"
Merck,"Executive Director, Cardiovascular"
Merck,"Executive Director, Precision Genetics"
Merck,Clinical Research Manager | General Medicine (Remote)
Merck,"Associate Director, Launch Excellence (Hybrid)"
Merck,Director Enterprise Architecture - Research and Development
Merck,"Director, Commercial and Digital Effectiveness & Value Realization Lead"
Merck,Specialist - Site learning and Development ( L&D)
Merck,"Scientist, Engineering"
Merck,"Associate Director, Educational Engagement Innovation Accelerator (Hybrid)"
Merck,"Senior Scientist, Molecular Pathology, Translational Molecular Biomarkers"
Merck,"Associate Director, Talent Assessment"
Merck,"Executive Director, Immunology Discovery"
Merck,"Executive Director, Discovery Interface & New Platforms"
Merck,"Director, Automation Leader"
Merck,•Senior Scientist – Discovery Vaccine Bioanalytics
Merck,"Senior Specialist, Project Management- Hybrid"
Merck,"Specialist, Analytical Research and Development"
Merck,"Oncology Sales Representative – Mobile, AL"
Merck,Director of the Communications Talent Center of Excellence
Merck,Director - Customer Experience and Media Optimization
Merck,"Clinical Scientist, Clin Operations, ID/V Fellowship (Hiring Our Heroes) (Hybrid)"
Merck,Director- Business Continuity Planning
Merck,"Director, Outcomes Research"
Merck,"Associate Director, Procurement, Clinical Central Labs"
Merck,"Director, Bio Process R&D"
Merck,"Process & Systems Lead, Senior Director, Medical Operations, Process and Systems"
Merck,"Director, Vaccine & Advanced Biotechnologies"
Merck,"Associate Scientist, Downstream Vaccine Process Development"
Merck,"Associate Director, Commercial Model Innovation (Hybrid)"
Merck,"Director Business Analytics, Global Clinical Supply (Hybrid)"
Merck,"Senior Scientist, Preclinical Development"
Merck,"Specialist, Process Engineering"
Merck,"Senior Director, Immunology"
Merck,"Associate Principal Scientist, Cellular Pharmacology and Lead Discovery"
Merck,Scientist Automation
Merck,Associate Scientist - BioProcess Drug Substance Commercialization
Merck,"Director, Global Marketing, HIV"
Merck,"Director, Forecasting"
Merck,"Manager, Global Supply Chain"
Merck,"Clinical Scientist, Clin Operations, GM Fellowship (Hiring Our Heroes) (Hybrid)"
Merck,"VP/TA Head, Global Clinical Development - Atherosclerosis & Metabolism"
Merck,"Oncology Sales Representative – Sacramento, CA"
Merck,"Associate Vice President/Therapeutic Area Head, Translational Medicine - Immunology"
Merck,"Executive Director, Scientific Affairs – Cardiovascular"
Merck,"Associate Director, Clinical Supply Operations"
Merck,Associate Director Operations
Merck,"Scientist, Continuous Manufacturing Technologies - Vaccine Process Development"
Merck,"Associate Principal Scientist - Molecular Pathology, Translational Molecular Biomarkers"
VyStar Credit Union,"VP, Corporate Real Estate"
VyStar Credit Union,Instructional Designer
VyStar Credit Union,"AVP, Investment Portfolio Management"
VyStar Credit Union,FR031 - VP Enterprise Authentication & Fraud
VyStar Credit Union,Financial Credit Risk Analyst
VyStar Credit Union,Relationship Specialist I
VyStar Credit Union,Project Manager
VyStar Credit Union,Internal Auditor I
VyStar Credit Union,Marketing Manager Growth Communications
VyStar Credit Union,"Manager, Enterprise Risk & RCSA"
VyStar Credit Union,Branch Vice President
VyStar Credit Union,VyStar Intern - Payments Process Improvements
VyStar Credit Union,Senior Data Scientist
VyStar Credit Union,"Commercial Banker (Location: Marietta, GA)"
VyStar Credit Union,Senior Business Intelligence Developer
VyStar Credit Union,VyStar Intern - Audit Planning
VyStar Credit Union,VyStar Intern - Process Improvements 2
VyStar Credit Union,Relationship Specialist - Marietta
VyStar Credit Union,Senior Systems Analyst
VyStar Credit Union,"Financial Advisor (Stockbridge/Marietta, GA)"
VyStar Credit Union,"Contact Center Member Service Specialist (Winter Park, FL)"
VyStar Credit Union,Relationship Specialist
VyStar Credit Union,"Commercial Banker (Location: Savannah, GA or Brunswick, GA)"
VyStar Credit Union,"Commercial Banker (Location: Tallahassee, FL)"
VyStar Credit Union,IT Infrastructure Service Delivery & Release Engineering Manager
VyStar Credit Union,"Financial Advisor (Smyrna, GA)"
VyStar Credit Union,Home Loan Advisor II
VyStar Credit Union,Relationship Specialist I (Blanding Coppergate)
VyStar Credit Union,Assistant Branch Manager
VyStar Credit Union,Member Solutions Representative I
VyStar Credit Union,Relationship Specialist - Savannah
VyStar Credit Union,Financial Advisor
VyStar Credit Union,Senior Mortgage Loan Officer
VyStar Credit Union,Relationship Specialist I (Normandy Chateau)
VyStar Credit Union,VyStar Insurance Sales Agent (Multiple Openings)
VyStar Credit Union,Mortgage Loan Officer
Nucor Corporation,Product Project Coordinator
Nucor Corporation,Application Designer
Nucor Corporation,Product Metallurgist 1
Nucor Corporation,3D MODELER/STEEL DETAILER
Nucor Corporation,Plant Manager
Nucor Corporation,Talent & Recruiting Specialist
Nucor Corporation,"Entry Level Production - Longview, WA"
Nucor Corporation,Mechanical Engineer
Nucor Corporation,DISTRICT SALES MANAGER - Florida
Nucor Corporation,Business Development Manager
Nucor Corporation,Quality Engineer
Nucor Corporation,Business Development Manager - Mountain States
Nucor Corporation,UIG - Process Engineer I
Nucor Corporation,District Sales Manager
Nucor Corporation,Contract Coordinator
Nucor Corporation,Senior Designer
Nucor Corporation,Metallurgist
Nucor Corporation,District Sales Manager - Houston (Salary/Commission)
Nucor Corporation,Safety Coordinator
Nucor Corporation,District Sales Manager -Louisiana & Southeast Texas (Salary/Commission)
Nucor Corporation,Sales Manager
Nucor Corporation,Structural Design Engineer
Nucor Corporation,Senior Buyer
Nucor Corporation,Business Development Manager - DC Metro Area
Nucor Corporation,Sales Coordinator
Nucor Corporation,Rolling Mill Process Metallurgist
Nucor Corporation,"Entry Level Production - Camp Hill, PA"
Nucor Corporation,Plate Group Midwest Regional Sales Manager
Nucor Corporation,STRUCTURAL DESIGN ENGINEER
Nucor Corporation,Marketing Supervisor
Nucor Corporation,Entry Level Production
Nucor Corporation,Business Development Manager - South Central
Nucor Corporation,Drafter/Modeler Summer Internship
Nucor Corporation,District Sales Manager - Kansas (Salary/Commission)
Nucor Corporation,NBSIN Entry Level Design Engineer
Nucor Corporation,Application Engineer
Nucor Corporation,Process Systems Engineer
Nucor Corporation,Marketing Analyst
Nucor Corporation,NTP Decatur - Division Administrator
Nucor Corporation,Environmental Manager
Nucor Corporation,Mechanical Internship
Nucor Corporation,Entry Level Production - NSSEA
Nucor Corporation,DEVELOPMENTAL DISTRICT SALES MANAGER
Nucor Corporation,District Sales Manager - NBGTX (South Texas) Territory/Salary/Commission)
Nucor Corporation,Senior Financial Analyst
Nucor Corporation,Melt Shop Metallurgist
Nucor Corporation,Commercial Metallurgist
Nucor Corporation,DISTRICT SALES MANAGER - California
Nucor Corporation,Finance Lead
Nucor Corporation,Revenue Operations Lead
Nucor Corporation,Technical Services Training Coordinator
Nucor Corporation,Logistics Administrator
Nucor Corporation,Developmental District Sales Manager
Nucor Corporation,Level 1 Automation Engineer
Nucor Corporation,Sales Engineer
Nucor Corporation,Engineering Technician
Nucor Corporation,DETAILER
Kaiser Permanente,Chief Administrative Officer
Kaiser Permanente,"SVP, Area Manager - Los Angeles Medical Center"
Kaiser Permanente,"Senior Director, Corporate Communications (Office of the CEO)"
Kaiser Permanente,"SVP, COO Hospital & Area Operations-Southern California Region"
Kaiser Permanente,"VP, CFO - Mid Atlantic States"
Kaiser Permanente,Product Management Graduate Intern
Kaiser Permanente,Staff RN - Hospital  Downey/Post Partum
Kaiser Permanente,"Director of Corporate Communications, Office of the CEO"
Kaiser Permanente,"Director of Sales, Large Group and Small Group - GA Region"
Kaiser Permanente,Human Centered Design Master's Intern
Kaiser Permanente,"Senior Vice President, Human Resources-SCAL/HI Region"
Kaiser Permanente,Area Chief Financial Officer
Kaiser Permanente,Director of Community Health
Kaiser Permanente,"Director, General Facilities Maintenance"
Kaiser Permanente,Health Education Assistant
Kaiser Permanente,Member Marketing Master's Intern
Kaiser Permanente,Member Education Specialist II - Part-time
Kaiser Permanente,Project Manager Master's Intern
Kaiser Permanente,"Senior Director of Communications, Community Health"
Kaiser Permanente,Senior Director of Social Health
Kaiser Permanente,Quality Nurse Consultant - Maternal Child Health
Kaiser Permanente,"Lead, Communications"
Kaiser Permanente,Care Experience Consultant
Kaiser Permanente,"Lead, Communications, Public Affairs"
Kaiser Permanente,Communications Consultant IV - Social Media
Kaiser Permanente,Consultant II - Patient Care Experience (100% Onsite)
Kaiser Permanente,"Communications Consultant III, Corporate Communications"
Kaiser Permanente,Health Education Assistant *On-call*
Kaiser Permanente,"Communications Consultant IV, PR & Media Relations"
Kaiser Permanente,Machine Learning Bachelor's Intern
Kaiser Permanente,Health Education Instruction III - On-call
Kaiser Permanente,Marketing Master's Intern
Kaiser Permanente,"Vice President, Mental Health and Wellness"
Kaiser Permanente,"Senior Manager, Events and Community Relations"
Kaiser Permanente,Organizational Effectiveness Consultant V
Kaiser Permanente,Market Research Lead Consultant
Kaiser Permanente,Communications Consultant III
Kaiser Permanente,"Director, Finance - Cost Optimization"
Kaiser Permanente,"Communications Consultant IV, PR and Media Relations"
Kaiser Permanente,Product Management Master's Intern
Kaiser Permanente,Talent Acquisition Consultant III
Kaiser Permanente,"Director, Strategic Market Planning, GA Region"
Kaiser Permanente,"Account Manager II, Large Group"
Kaiser Permanente,Global Health Project Coordinator - School Of Medicine
Kaiser Permanente,"Director, Food & Nutrition Services (Regional)"
Kaiser Permanente,Motivational Interviewing and Fidelity Assessments Master's Intern
Kaiser Permanente,Medical Education Scholarship Program Director- SOM
Kaiser Permanente,Health Educator II
Kaiser Permanente,"Regional Administrative Officer, Hospital Operations"
Kaiser Permanente,Member Education Specialist II - On-Call
Kaiser Permanente,Research Investigator
Kaiser Permanente,"Senior Director, Human Resources Business Partner"
Kaiser Permanente,"SVP, Area Manager - San Mateo Service Area"
Kaiser Permanente,Director Quality
Northwestern Mutual,Private Wealth Management Advisor Trainee
Northwestern Mutual,Director of Business Operations
Northwestern Mutual,Principal Innovation Strategist
Northwestern Mutual,Office Administrative Assistant
Northwestern Mutual,Campus Recruiter & Coordinator
Northwestern Mutual,Talent Acquisition Specialist
Northwestern Mutual,Executive Assistant
Northwestern Mutual,Director of Investment and Client Operations
Northwestern Mutual,Financial Advisor (Sales/Entrepreneurship)
Northwestern Mutual,Assistant Staff Accountant
Northwestern Mutual,"Financial Advisor (Career changers encouraged, training/mentorship provided)"
Northwestern Mutual,Investment Analyst - Private Debt & Equity
Northwestern Mutual,Wealth Management Associate
Northwestern Mutual,Accounting Operations Specialist
Northwestern Mutual,Financial Advisor
Northwestern Mutual,Financial Planning Associate
Northwestern Mutual,Wealth Management Advisor
Northwestern Mutual,"College Financial Representative, Internship Program"
Northwestern Mutual,Financial Representative
Northwestern Mutual,Investment Operations Associate
Northwestern Mutual,Executive Development Program (EDP) - FOR GRADUATING SENIORS
Northwestern Mutual,Financial Representative Internship
Northwestern Mutual,Financial Advisor (Career Changers Encouraged to Apply)
Northwestern Mutual,Financial Planner
Northwestern Mutual,Financial Advisor (Training Provided - Career Changers Welcome)
Northwestern Mutual,Financial Representative - Career Changers welcome
Northwestern Mutual,Private Wealth  - Financial Advisor Training Program
Northwestern Mutual,"Financial Advisor - (Sales Role, Training Provided)"
Northwestern Mutual,Financial Representative Internship - SUMMER '24
Northwestern Mutual,Financial Representative Internship - BOSTON (Top-Rated Internship Program)
Northwestern Mutual,Associate Financial Representative
Northwestern Mutual,Investment Specialist
