,mock_name,data_name,category,question
303,Merck,Merck,Discovery,"11. Do you prefer to work with studies related to humans, animals, or plant life?"
304,Merck,Merck,Discovery,12. Why did you choose a career in the Pharma/Biotech industry?
305,Merck,Merck,Discovery,"13. If you could research any particular disorder, disease, or illness which one would you choose, and why?"
306,Merck,Merck,Discovery,"14. If you could choose any area in your field to study further, which area would you focus on? How do you feel that would help you with a career at Merck?"
307,Merck,Merck,Discovery,"15. If you could choose any special area of focus with Merck, which would you choose?"
308,Merck,Merck,Education,16. Would you further your post-secondary education to include a Ph.D. in your field?
309,Merck,Merck,Education,17. This position requires a minimum Bachelor's Degree in a science related field. Walk me through your post-secondary education.
310,Merck,Merck,General,18. How does this position fit into your career goals?
311,Merck,Merck,General,19. What do you like to do in your free time?
312,Merck,Merck,General,20. Describe your ideal employer.
313,Merck,Merck,General,21. How do you define success?
314,Merck,Merck,General,22. Give me one reason we should not hire you.
315,Merck,Merck,General,23. What are your strengths?
316,Merck,Merck,General,24. Who would you say inspires you?
317,Merck,Merck,General,"25. In your opinion, what is the biggest development in Pharmaceuticals in the past three years?"
318,Merck,Merck,General,"26. In your opinion, what is the biggest development in Biotechnology in the past three years?"
319,Merck,Merck,General,27. What industry-related changes do you foresee in the next 12 months?
320,Merck,Merck,General,28. How many years have you worked in the Pharma/Biotech industry? What keeps you interested in our line of work?
321,Merck,Merck,General,29. List three qualities that make you the best candidate for Merck.
322,Merck,Merck,Operational,30. How do you determine priorities when you have multiple projects due?
323,Merck,Merck,Operational,"31. When a problem requires a quick solution, how do you respond?"
324,Merck,Merck,Operational,32. What sources do you look to when you need to solve a complicated problem?
325,Merck,Merck,Operational,33. How do you stay informed on changes in the Pharma/Biotech industry?
326,Merck,Merck,Teamwork,"34. In your opinion, why is it important to develop relationships with coworkers?"
327,Merck,Merck,Teamwork,35. How do you handle disputes with your supervisor or colleagues?
328,VyStar Credit Union,VyStar Credit Union,,"1. What do you believe we can improve on, at VyStar Credit Union?"
329,VyStar Credit Union,VyStar Credit Union,,2. Credit Unions rank higher in customer service than traditional banks. Why do you think this is?
330,VyStar Credit Union,VyStar Credit Union,,"3. In your opinion, what is the best service or product offered at VyStar Credit Union?"
331,VyStar Credit Union,VyStar Credit Union,,4. Are you a VyStar Credit Union member?
332,VyStar Credit Union,VyStar Credit Union,,5. You will handle member transactions in this role. Talk to me about your mathematical skills.
333,VyStar Credit Union,VyStar Credit Union,,6. Walk me through your customer service training.
334,VyStar Credit Union,VyStar Credit Union,,7. How do you protect the privacy of every customer you assist?
335,VyStar Credit Union,VyStar Credit Union,,8. Do you have any sales experience? Would you be comfortable upselling a VyStar Credit Union banking product?
336,VyStar Credit Union,VyStar Credit Union,,9. Are you aware that this job has goals and targets? When have you worked in a similar environment?
337,VyStar Credit Union,VyStar Credit Union,,10. How do our fees at VyStar Credit Union stack up against traditional banks?
338,VyStar Credit Union,VyStar Credit Union,,"11. In this role, you will handle thousands of dollars of cash, payments, deposits, and funds transfers. This responsibility requires you to be detail-oriented, accurate, and honest. Does this describe you?"
339,VyStar Credit Union,VyStar Credit Union,,12. Do you have any formal education that will help you succeed in this role?
340,VyStar Credit Union,VyStar Credit Union,,13. Customers can become upset with VyStar Credit Union policy at times. How would you handle a customer who is angry because they do not agree with a policy?
341,VyStar Credit Union,VyStar Credit Union,,14. Have you been trained in the proper techniques for detecting counterfeit cash and fraudulent checks?
342,VyStar Credit Union,VyStar Credit Union,,15. VyStar Credit Union puts our members first. How will you always put our members' needs first?
343,VyStar Credit Union,VyStar Credit Union,,16. Tell me about one career achievement you have set for yourself this year.
344,VyStar Credit Union,VyStar Credit Union,,"17. Are you okay with routine work, or do you prefer a mix of responsibilities?"
345,VyStar Credit Union,VyStar Credit Union,,"18. Do you consider yourself a logical person, able to make sound judgments under pressure?"
346,VyStar Credit Union,VyStar Credit Union,,"19. Have you ever been terminated? If so, what were the circumstances surrounding your termination?"
347,VyStar Credit Union,VyStar Credit Union,,"20. If hired, how will you begin to build trusting relationships with our clients and your co-workers?"
348,VyStar Credit Union,VyStar Credit Union,,21. Your background is not in banking. Tell me what skills and characteristics qualify you for this position with VyStar Credit Union.
349,VyStar Credit Union,VyStar Credit Union,,22. Are you a patient person? How do you boost your patience level in challenging situations?
350,VyStar Credit Union,VyStar Credit Union,,23. How would you approach a task you were not trained to do?
351,VyStar Credit Union,VyStar Credit Union,,24. Do you have plans for continued education?
352,VyStar Credit Union,VyStar Credit Union,,25. What would you do if you caught a co-worker stealing money from VyStar Credit Union?
353,VyStar Credit Union,VyStar Credit Union,,26. One small error can throw off our entire balance. How do you react when you do something wrong at work?
354,VyStar Credit Union,VyStar Credit Union,,27. What do you enjoy about your career in banking?
355,VyStar Credit Union,VyStar Credit Union,,"28. Looking back to your most recent performance review; what was one area for improvement, and one positive?"
356,VyStar Credit Union,VyStar Credit Union,,29. Do you have any questions about VyStar Credit Union or this job?
357,VyStar Credit Union,VyStar Credit Union,,30. How much do you earn in your current role?
358,Nucor Corporation,Nucor Corporation,Behavioral,1. How do you define success?
359,Nucor Corporation,Nucor Corporation,Behavioral,2. Integrity is a key value at Nucor Corporation. When have you shown great integrity at work?
